subject,trial,stim,picture,response,reactiontime,correct,spaced,stimvalue,feedback,reward,repetition,trialonset
309,55,3,112,1,1.584456987,1,1,1,1,0.26,5,88.7041654
309,56,7,101,1,0.894150896,1,1,2,0,0,4,94.14370686
309,57,6,131,1,0.560364023,0,1,0,0,-0.24,5,100.0335827
309,58,8,121,2,1.135463355,1,1,0,-1,-0.27,4,106.808169
309,59,8,121,1,0.503115735,0,1,0,0,-0.21,5,112.547818
309,60,7,101,1,0.658299157,1,1,2,2,0.48,5,120.0727166
309,61,3,112,1,0.539915464,1,1,1,0,-0.09,6,2.03319825
309,62,6,131,1,1.135808704,0,1,0,0,-0.23,6,8.809639211
309,63,7,101,1,0.524105139,1,1,2,2,0.44,6,15.28239276
309,64,8,121,1,0.525122174,0,1,0,0,-0.29,6,20.8742466
309,65,3,112,1,0.664793886,1,1,1,1,0.27,7,28.24711581
309,66,7,101,1,0.546486628,1,1,2,2,0.41,7,35.17288408
309,67,8,121,2,0.890688198,1,1,0,0,0.02,7,41.64586448
309,68,6,131,2,0.538561524,1,1,0,-1,-0.26,7,48.11960597
309,69,3,112,1,0.580244191,1,1,1,0,-0.02,8,55.79592825
309,70,7,101,1,0.711121074,1,1,2,2,0.44,8,61.23534061
309,71,6,131,2,1.274730254,1,1,0,0,0.04,8,67.40890978
309,72,3,112,1,0.544419821,1,1,1,1,0.28,9,73.88205178
309,73,6,131,2,1.009672921,1,1,0,-1,-0.25,9,80.20671276
309,74,8,121,2,0.907307929,1,1,0,0,-0.03,8,87.58129981
309,75,7,101,1,1.026535951,1,1,2,0,-0.07,9,94.50616971
309,76,3,112,1,0.793365034,1,1,1,1,0.29,10,102.1808449
309,77,8,121,2,0.886290061,1,1,0,0,0.03,9,109.7064817
309,78,6,131,2,1.349115281,1,1,0,0,0.02,10,116.4805206
309,79,7,101,1,0.672434223,1,1,2,2,0.48,10,124.0051084
309,80,8,121,2,1.603737924,1,1,0,-1,-0.21,10,128.9941479
310,1,5,113,1,0.585633678,1,1,2,2,0.49,1,2.034890691
310,2,5,113,1,0.621248604,1,1,2,2,0.41,2,9.562182132
310,3,2,129,1,0.875578637,0,1,0,0,-0.28,1,17.38798162
310,4,2,129,2,0.472951602,1,1,0,0,0.05,2,22.37701713
310,5,2,129,2,0.676515408,1,1,0,-1,-0.22,3,28.11567431
310,6,5,113,1,0.888183018,1,1,2,2,0.44,3,33.70558863
310,7,5,113,1,0.721416489,1,1,2,0,-0.09,4,39.29548758
310,8,4,111,1,0.952033186,0,1,0,0,-0.24,1,44.88548827
310,9,4,111,2,1.242169262,1,1,0,0,-0.04,2,50.77536005
310,10,1,134,-1,NaN,NaN,1,1,1,-0.5,1,57.54974634
310,11,1,134,1,0.696493249,1,1,1,1,0.27,2,63.1389934
310,12,1,134,1,0.597433587,1,1,1,0,-0.07,3,68.42830001
310,13,4,111,2,1.142124477,1,1,0,0,0.05,3,73.71750014
310,14,4,111,2,0.551924769,1,1,0,0,0.04,4,79.74066287
310,15,1,134,1,0.991178826,1,1,1,1,0.28,4,86.51577459
310,16,2,129,2,1.01366534,1,1,0,0,-0.04,4,91.50416722
310,17,1,134,1,1.115023133,1,1,1,1,0.25,5,98.57817455
310,18,4,111,2,0.8549038,1,1,0,-1,-0.28,5,104.1678574
310,19,5,113,1,0.737546578,1,1,2,2,0.44,5,111.5432478
310,20,2,129,2,0.820054663,1,1,0,-1,-0.3,5,117.1327864
310,21,2,129,1,0.510001693,0,1,0,0,-0.23,6,2.035143837
310,22,3,136,1,1.099130922,1,1,1,1,0.21,1,9.113131017
310,23,4,111,2,1.142410779,1,1,0,0,0.01,6,16.18746007
310,24,5,113,1,0.658707093,1,1,2,2,0.46,6,22.0773416
310,25,1,134,1,1.157640017,1,1,1,0,-0.07,6,29.60239898
310,26,4,111,1,1.439923773,0,1,0,0,-0.21,7,36.37660578
310,27,5,113,1,0.70012497,1,1,2,2,0.42,7,42.55093767
310,28,1,134,1,0.989541416,1,1,1,1,0.24,7,47.83988469
310,29,2,129,2,0.78548661,1,1,0,0,0.01,7,54.16318504
310,30,1,134,2,1.037097386,0,1,1,1,-0.08,8,59.15208314
310,31,5,113,1,0.628963324,1,1,2,2,0.41,8,66.52695198
310,32,4,111,1,1.106242628,0,1,0,-1,-0.02,8,74.35250851
310,33,2,129,1,1.211888067,0,1,0,0,-0.25,8,81.94413608
310,34,1,134,2,1.157688575,0,1,1,1,0,9,88.11874507
310,35,2,129,1,1.156246052,0,1,0,0,-0.21,9,92.95619409
310,36,4,111,1,0.959531923,0,1,0,0,-0.26,9,99.88195343
310,37,5,113,1,0.729856519,1,1,2,0,-0.07,9,107.2558104
310,38,5,113,1,0.712176854,1,1,2,2,0.41,10,112.2456923
310,39,4,111,1,1.248383567,0,1,0,0,-0.23,10,119.4691783
310,40,2,129,1,1.117928313,0,1,0,0,-0.24,10,125.6435482
310,41,1,134,1,0.71183047,1,1,1,1,0.23,10,2.041885347
310,42,3,136,1,0.852693818,1,1,1,1,0.24,2,8.069896383
310,43,3,136,1,0.666580692,1,1,1,1,0.21,3,15.89554694
310,44,3,136,1,0.647245732,1,1,1,1,0.28,4,22.06891986
310,45,7,103,1,1.077785598,1,1,2,2,0.5,1,27.21133838
310,46,7,103,1,0.613706725,1,1,2,2,0.5,2,33.53148833
310,47,7,103,1,0.629095995,1,1,2,2,0.49,3,39.70465268
310,48,6,130,1,0.887497966,0,1,0,0,-0.22,1,45.72736452
310,49,6,130,2,0.567766418,1,1,0,0,-0.03,2,51.01817998
310,50,6,130,2,0.593600695,1,1,0,0,-0.01,3,57.19184474
310,51,8,114,1,0.950721651,0,1,0,0,-0.21,1,64.86664958
310,52,8,114,2,0.584916926,1,1,0,0,-0.01,2,71.7904903
310,53,8,114,2,0.605006844,1,1,0,0,0,3,77.68119646
310,54,6,130,1,1.715329997,0,1,0,0,-0.25,4,82.9688137
310,55,3,136,1,0.744420556,1,1,1,1,0.28,5,88.70998008
310,56,7,103,1,1.000592935,1,1,2,0,-0.09,4,94.14853529
310,57,6,130,2,0.938505027,1,1,0,0,-0.01,5,100.039147
310,58,8,114,2,1.328614738,1,1,0,-1,-0.27,4,106.8131427
310,59,8,114,2,0.799933216,1,1,0,0,-0.01,5,112.5527916
310,60,7,103,2,1.140549196,0,1,2,2,-0.05,5,120.0777511
310,61,3,136,1,0.794808186,1,1,1,0,-0.07,6,2.031561621
310,62,6,130,1,1.219861963,0,1,0,0,-0.24,6,8.808644168
310,63,7,103,1,1.200394976,1,1,2,2,0.47,6,15.28235922
310,64,8,114,2,1.138386567,1,1,0,0,-0.05,6,20.87213201
310,65,3,136,1,0.857678685,1,1,1,1,0.27,7,28.24655962
310,66,7,103,1,0.855404707,1,1,2,2,0.45,7,35.17191483
310,67,8,114,2,0.971426698,1,1,0,0,-0.04,7,41.64519083
310,68,6,130,2,0.781803365,1,1,0,-1,-0.22,7,48.11982597
310,69,3,136,1,0.895589477,1,1,1,0,-0.02,8,55.7956635
310,70,7,103,1,1.052577125,1,1,2,2,0.43,8,61.23348419
310,71,6,130,2,0.988174249,1,1,0,0,-0.01,8,67.40743782
310,72,3,136,1,0.767903314,1,1,1,1,0.24,9,73.88177708
310,73,6,130,2,0.93360361,1,1,0,-1,-0.24,9,80.20518156
310,74,8,114,2,1.1865858,1,1,0,0,0.02,8,87.57974566
310,75,7,103,1,1.016361316,1,1,2,0,0,9,94.5043328
310,76,3,136,1,0.968176929,1,1,1,1,0.28,10,102.1791648
310,77,8,114,2,1.216985304,1,1,0,0,-0.01,9,109.705012
310,78,6,130,2,0.909965052,1,1,0,0,0,10,116.4796189
310,79,7,103,1,1.205963545,1,1,2,2,0.47,10,124.0038703
310,80,8,114,2,0.967460282,1,1,0,-1,-0.28,10,128.9929964
311,1,5,103,1,1.43205941,1,1,2,2,0.45,1,2.036695304
311,2,5,103,1,0.834433049,1,1,2,2,0.46,2,9.563236695
311,3,2,137,1,1.257991656,0,1,0,0,-0.28,1,17.3885667
311,4,2,137,2,1.105979589,1,1,0,0,-0.01,2,22.37752286
311,5,2,137,2,1.101413393,1,1,0,-1,-0.26,3,28.11714102
311,6,5,103,1,1.046186351,1,1,2,2,0.5,3,33.70610224
311,7,5,103,1,0.799055895,1,1,2,0,-0.08,4,39.29525126
311,8,4,123,1,1.286727851,0,1,0,0,-0.29,1,44.8851502
311,9,4,123,2,1.079322581,1,1,0,0,-0.03,2,50.77685118
311,10,1,138,1,1.808767596,1,1,1,1,0.23,1,57.55045388
311,11,1,138,1,0.923451303,1,1,1,1,0.29,2,63.14000603
311,12,1,138,1,1.165278849,1,1,1,0,-0.06,3,68.4297694
311,13,4,123,2,1.987388269,1,1,0,0,-0.02,3,73.71872772
311,14,4,123,2,1.071530467,1,1,0,0,0.02,4,79.74230248
311,15,1,138,2,1.757823472,0,1,1,1,-0.04,4,86.51692227
311,16,2,137,1,1.262100197,0,1,0,0,-0.28,4,91.50519972
311,17,1,138,2,1.247278555,0,1,1,1,-0.03,5,98.57996009
311,18,4,123,2,1.155443863,1,1,0,-1,-0.2,5,104.1698109
311,19,5,103,1,0.759118205,1,1,2,2,0.44,5,111.5447559
311,20,2,137,2,1.864367699,1,1,0,-1,-0.22,5,117.1344066
311,21,2,137,1,1.248918306,0,1,0,0,-0.24,6,2.027868706
311,22,3,108,1,0.887762377,1,1,1,1,0.24,1,9.104523632
311,23,4,123,2,1.472030849,1,1,0,0,0.04,6,16.18030039
311,24,5,103,1,0.681301619,1,1,2,2,0.4,6,22.06979302
311,25,1,138,2,1.2012549,0,1,1,0,0.29,6,29.59439419
311,26,4,123,2,1.196730629,1,1,0,0,-0.01,7,36.36971876
311,27,5,103,1,0.795405953,1,1,2,2,0.44,7,42.54313132
311,28,1,138,2,0.941863951,0,1,1,1,-0.03,7,47.83250992
311,29,2,137,2,1.816073298,1,1,0,0,-0.04,7,54.15637893
311,30,1,138,1,1.394597002,1,1,1,1,0.27,8,59.14488925
311,31,5,103,1,0.520180661,1,1,2,2,0.5,8,66.51963998
311,32,4,123,2,1.228794141,1,1,0,-1,-0.25,8,74.34520996
311,33,2,137,1,1.218316895,0,1,0,0,-0.21,8,81.93657812
311,34,1,138,1,1.825121433,1,1,1,1,0.22,9,88.11055887
311,35,2,137,2,1.198048322,1,1,0,0,0.04,9,92.94845584
311,36,4,123,1,1.605194284,0,1,0,0,-0.22,9,99.87392681
311,37,5,103,1,0.574445104,1,1,2,0,-0.06,9,107.2491775
311,38,5,103,1,0.603531296,1,1,2,2,0.48,10,112.23851
311,39,4,123,2,1.918287618,1,1,0,0,-0.03,10,119.4629675
311,40,2,137,2,1.765536924,1,1,0,0,-0.02,10,125.6363762
311,41,1,138,-1,NaN,NaN,1,1,1,-0.5,10,2.039619941
311,42,3,108,1,0.798182345,1,1,1,1,0.24,2,8.065406362
311,43,3,108,1,0.661607344,1,1,1,1,0.23,3,15.89066156
311,44,3,108,1,0.639864224,1,1,1,1,0.3,4,22.06456275
311,45,7,136,1,1.219343794,1,1,2,2,0.48,1,27.20335343
311,46,7,136,1,0.711913477,1,1,2,2,0.48,2,33.52719621
311,47,7,136,1,1.13119622,1,1,2,2,0.47,3,39.70089034
311,48,6,119,1,0.934539432,0,1,0,0,-0.21,1,45.72400206
311,49,6,119,2,0.591040675,1,1,0,0,-0.01,2,51.01329734
311,50,6,119,2,0.721191504,1,1,0,0,0.01,3,57.18800304
311,51,8,104,2,1.394215687,1,1,0,0,0.02,1,64.86270823
311,52,8,104,2,0.52264493,1,1,0,0,-0.03,2,71.78682489
311,53,8,104,2,0.620322008,1,1,0,0,0.02,3,77.67609499
311,54,6,119,2,1.425574156,1,1,0,0,0.04,4,82.9662572
311,55,3,108,1,0.726035796,1,1,1,1,0.26,5,88.70576519
311,56,7,136,1,0.643705685,1,1,2,0,-0.01,4,94.14414752
311,57,6,119,2,1.004993309,1,1,0,0,0.05,5,100.0358923
311,58,8,104,2,0.6095415,1,1,0,-1,-0.22,4,106.8096114
311,59,8,104,2,0.542287522,1,1,0,0,-0.05,5,112.5485895
311,60,7,136,1,0.78034074,1,1,2,2,0.45,5,120.0748251
311,61,3,108,1,0.753386202,1,1,1,0,-0.03,6,2.03684869
311,62,6,119,2,0.817801945,1,1,0,0,0.04,6,8.815530216
311,63,7,136,1,1.048643165,1,1,2,2,0.42,6,15.28859858
311,64,8,104,2,1.005689666,1,1,0,0,-0.01,6,20.8783754
311,65,3,108,1,0.986075621,1,1,1,1,0.25,7,28.25357829
311,66,7,136,1,0.891887109,1,1,2,2,0.43,7,35.17788691
311,67,8,104,2,0.784167493,1,1,0,0,0.03,7,41.65198948
311,68,6,119,2,0.791924298,1,1,0,-1,-0.22,7,48.12507055
311,69,3,108,1,0.878446607,1,1,1,0,-0.06,8,55.80101821
311,70,7,136,1,0.717795286,1,1,2,2,0.49,8,61.24088819
311,71,6,119,1,1.203536466,0,1,0,0,-0.28,8,67.41470622
311,72,3,108,1,0.701525553,1,1,1,1,0.29,9,73.88773276
311,73,6,119,2,1.209076751,1,1,0,-1,-0.24,9,80.21176678
311,74,8,104,2,1.640776351,1,1,0,0,0.05,8,87.58690712
311,75,7,136,1,0.724373737,1,1,2,0,-0.07,9,94.51149373
311,76,3,108,1,0.746269651,1,1,1,1,0.2,10,102.1867115
311,77,8,104,2,1.130985985,1,1,0,0,-0.01,9,109.7117743
311,78,6,119,2,0.713813928,1,1,0,0,-0.02,10,116.4862508
311,79,7,136,1,1.217878935,1,1,2,2,0.43,10,124.0104826
311,80,8,104,2,0.908258215,1,1,0,-1,-0.25,10,129.0003354
276,1,5,128,1,0.756464628,1,1,2,2,0.44,1,2.033096975
276,2,5,128,1,0.677654483,1,1,2,2,0.48,2,9.561919314
276,3,2,103,1,0.716417514,0,1,0,0,-0.26,1,17.38769569
276,4,2,103,2,0.588047028,1,1,0,0,0.03,2,22.37618589
276,5,2,103,1,0.743988734,0,1,0,-1,-0.03,3,28.11662004
276,6,5,128,1,1.059955436,1,1,2,2,0.5,3,33.70573193
276,7,5,128,1,0.642792982,1,1,2,0,-0.09,4,39.29486422
276,8,4,133,2,1.041345691,1,1,0,0,0.02,1,44.88410506
276,9,4,133,2,0.359204383,1,1,0,0,-0.01,2,50.77453519
276,10,1,105,1,0.787005987,1,1,1,1,0.21,1,57.54832354
276,11,1,105,1,0.611976,1,1,1,1,0.21,2,63.13860895
276,12,1,105,1,0.44045429,1,1,1,0,-0.1,3,68.42788867
276,13,4,133,2,0.754525126,1,1,0,0,-0.01,3,73.71736959
276,14,4,133,2,1.018534268,1,1,0,0,0.03,4,79.74058892
276,15,1,105,1,1.138882765,1,1,1,1,0.23,4,86.51394352
276,16,2,103,1,0.839270257,0,1,0,0,-0.23,4,91.5036559
276,17,1,105,1,0.743012169,1,1,1,1,0.21,5,98.57873452
276,18,4,133,2,0.968873126,1,1,0,-1,-0.21,5,104.1671344
276,19,5,128,1,0.603864392,1,1,2,2,0.48,5,111.5426287
276,20,2,103,1,0.560692306,0,1,0,-1,-0.02,5,117.1323549
276,21,2,103,1,0.61933709,0,1,0,0,-0.27,6,2.036170911
276,22,3,122,2,1.395707744,0,1,1,1,-0.09,1,9.113902607
276,23,4,133,2,0.721405106,1,1,0,0,-0.03,6,16.18983726
276,24,5,128,1,0.779907367,1,1,2,2,0.47,6,22.07958349
276,25,1,105,1,0.696731633,1,1,1,0,-0.07,6,29.6046722
276,26,4,133,2,1.232657379,1,1,0,0,-0.01,7,36.37904867
276,27,5,128,1,0.640557912,1,1,2,2,0.44,7,42.55313001
276,28,1,105,2,0.907095484,0,1,1,1,-0.06,7,47.84198396
276,29,2,103,2,0.998813309,1,1,0,0,-0.01,7,54.16562248
276,30,1,105,1,1.198583904,1,1,1,1,0.3,8,59.15482429
276,31,5,128,1,1.113371368,1,1,2,2,0.46,8,66.52948173
276,32,4,133,2,0.789305149,1,1,0,-1,-0.28,8,74.35519005
276,33,2,103,1,0.807476541,0,1,0,0,-0.23,8,81.94702177
276,34,1,105,1,0.560624606,1,1,1,1,0.2,9,88.12038878
276,35,2,103,2,0.751762317,1,1,0,0,0.04,9,92.95820767
276,36,4,133,2,1.599065491,1,1,0,0,-0.01,9,99.88359206
276,37,5,128,1,0.662381435,1,1,2,0,-0.09,9,107.258239
276,38,5,128,1,0.633177991,1,1,2,2,0.45,10,112.2473183
276,39,4,133,1,1.252065357,0,1,0,0,-0.26,10,119.4721272
276,40,2,103,1,1.367395476,0,1,0,0,-0.2,10,125.645406
276,41,1,105,2,1.001276405,0,1,1,1,-0.05,10,2.034884588
276,42,3,122,2,1.438781176,0,1,1,1,-0.08,2,8.060433898
276,43,3,122,1,0.980077916,1,1,1,1,0.29,3,15.88666235
276,44,3,122,1,0.467998602,1,1,1,1,0.2,4,22.06072919
276,45,7,136,1,0.827215005,1,1,2,2,0.49,1,27.19882011
276,46,7,136,1,0.532159312,1,1,2,2,0.44,2,33.52327721
276,47,7,136,1,0.512822116,1,1,2,2,0.41,3,39.69708923
276,48,6,112,1,1.420423888,0,1,0,0,-0.24,1,45.71949162
276,49,6,112,2,0.417748552,1,1,0,0,0.04,2,51.00983765
276,50,6,112,1,1.095525819,0,1,0,0,-0.28,3,57.18258403
276,51,8,106,1,1.566652867,0,1,0,0,-0.24,1,64.85930799
276,52,8,106,2,0.60452079,1,1,0,0,0.03,2,71.78170199
276,53,8,106,2,0.925269798,1,1,0,0,-0.02,3,77.67205256
276,54,6,112,1,0.971835,0,1,0,0,-0.21,4,82.96164419
276,55,3,122,2,1.320100744,0,1,1,1,-0.05,5,88.70163593
276,56,7,136,1,1.320627028,1,1,2,0,-0.02,4,94.1413872
276,57,6,112,2,1.158615022,1,1,0,0,0.01,5,100.0311184
276,58,8,106,2,1.158521395,1,1,0,-1,-0.22,4,106.8043556
276,59,8,106,2,1.269807635,1,1,0,0,-0.04,5,112.5443527
276,60,7,136,2,1.60987138,0,1,2,2,-0.01,5,120.0734203
276,61,3,122,2,1.145181762,0,1,1,0,0.28,6,2.03678926
276,62,6,112,2,1.243614635,1,1,0,0,0.03,6,8.814073912
276,63,7,136,1,0.870591125,1,1,2,2,0.44,6,15.28678802
276,64,8,106,2,1.01830488,1,1,0,0,0.03,6,20.8769177
276,65,3,122,2,0.763404012,0,1,1,1,-0.03,7,28.25239253
276,66,7,136,1,0.744572604,1,1,2,2,0.44,7,35.17658277
276,67,8,106,2,0.642024047,1,1,0,0,-0.02,7,41.65074852
276,68,6,112,2,0.860880094,1,1,0,-1,-0.3,7,48.12402234
276,69,3,122,2,0.792171976,0,1,1,0,0.25,8,55.80010725
276,70,7,136,1,0.682251027,1,1,2,2,0.5,8,61.23903933
276,71,6,112,2,0.947144932,1,1,0,0,-0.05,8,67.41315785
276,72,3,122,2,0.686819076,0,1,1,1,-0.04,9,73.88711427
276,73,6,112,1,0.910000937,0,1,0,-1,0.01,9,80.20995288
276,74,8,106,2,0.664644186,1,1,0,0,0,8,87.58545075
276,75,7,136,1,0.776027011,1,1,2,0,-0.05,9,94.50916635
276,76,3,122,2,0.761557549,0,1,1,1,-0.03,10,102.1849615
276,77,8,106,2,0.681379502,1,1,0,0,0.02,9,109.7138812
276,78,6,112,2,0.963671365,1,1,0,0,0.04,10,116.4839677
276,79,7,136,1,0.905928147,1,1,2,2,0.47,10,124.0095352
276,80,8,106,2,1.444033757,1,1,0,-1,-0.2,10,128.9985259
313,1,5,134,1,1.071940059,1,1,2,2,0.49,1,2.032284873
313,2,5,134,1,1.73964075,1,1,2,2,0.46,2,9.559351729
313,3,2,103,2,1.563249208,1,1,0,0,-0.05,1,17.38488615
313,4,2,103,1,1.470933238,0,1,0,0,-0.22,2,22.3739696
313,5,2,103,2,1.523448862,1,1,0,-1,-0.25,3,28.11336092
313,6,5,134,1,1.097622606,1,1,2,2,0.48,3,33.70307233
313,7,5,134,1,0.610755281,1,1,2,0,-0.02,4,39.29254132
313,8,4,104,2,1.773376316,1,1,0,0,0.02,1,44.88157844
313,9,4,104,2,0.713588599,1,1,0,0,0.03,2,50.77229965
313,10,1,125,-1,NaN,NaN,1,1,1,-0.5,1,57.54661113
313,11,1,125,2,0.813595265,0,1,1,1,-0.06,2,63.13592395
313,12,1,125,1,0.452004723,1,1,1,0,-0.07,3,68.42536515
313,13,4,104,2,1.396577793,1,1,0,0,-0.05,3,73.71468918
313,14,4,104,2,1.096512259,1,1,0,0,0.05,4,79.73889559
313,15,1,125,1,1.065514482,1,1,1,1,0.25,4,86.51146456
313,16,2,103,2,1.746103691,1,1,0,0,0.03,4,91.50129909
313,17,1,125,1,0.961785217,1,1,1,1,0.24,5,98.57625507
313,18,4,104,2,1.048008477,1,1,0,-1,-0.27,5,104.1658488
313,19,5,134,1,0.806239046,1,1,2,2,0.46,5,111.5407573
313,20,2,103,2,0.989656976,1,1,0,-1,-0.23,5,117.1309799
313,21,2,103,1,1.246270966,0,1,0,0,-0.22,6,2.037944395
313,22,3,119,1,1.776216714,1,1,1,1,0.21,1,9.114166524
313,23,4,104,2,1.723300435,1,1,0,0,0.01,6,16.18947877
313,24,5,134,1,0.85279327,1,1,2,2,0.49,6,22.07964096
313,25,1,125,1,1.244644025,1,1,1,0,-0.01,6,29.60449484
313,26,4,104,2,1.432673404,1,1,0,0,0.04,7,36.37935648
313,27,5,134,1,0.76129291,1,1,2,2,0.44,7,42.55235186
313,28,1,125,1,0.989731214,1,1,1,1,0.26,7,47.84090541
313,29,2,103,2,1.616348352,1,1,0,0,0.02,7,54.16561042
313,30,1,125,1,1.237475051,1,1,1,1,0.27,8,59.15464941
313,31,5,134,1,0.720038955,1,1,2,2,0.47,8,66.52985774
313,32,4,104,2,0.819158667,1,1,0,-1,-0.3,8,74.35495803
313,33,2,103,2,0.814495463,1,1,0,0,-0.04,8,81.94706424
313,34,1,125,1,0.88157753,1,1,1,1,0.22,9,88.12035599
313,35,2,103,2,1.063748455,1,1,0,0,0,9,92.95901527
313,36,4,104,2,1.49698906,1,1,0,0,0.04,9,99.88268685
313,37,5,134,1,0.757142949,1,1,2,0,-0.09,9,107.2588399
313,38,5,134,1,0.800923024,1,1,2,2,0.49,10,112.2474541
313,39,4,104,2,0.808297364,1,1,0,0,0,10,119.4723813
313,40,2,103,2,0.701298385,1,1,0,0,0.04,10,125.64589
313,41,1,125,1,0.79767712,1,1,1,1,0.28,10,2.034451818
313,42,3,119,1,0.824705615,1,1,1,1,0.27,2,8.060491117
313,43,3,119,1,0.70531634,1,1,1,1,0.23,3,15.88638267
313,44,3,119,1,0.657220795,1,1,1,1,0.27,4,22.05936885
313,45,7,135,2,1.904054587,0,1,2,2,0.05,1,27.19883657
313,46,7,135,1,1.016000633,1,1,2,2,0.42,2,33.52245982
313,47,7,135,1,0.884430087,1,1,2,2,0.43,3,39.69650707
313,48,6,101,2,1.599322795,1,1,0,0,-0.02,1,45.71938827
313,49,6,101,2,0.766823729,1,1,0,0,-0.03,2,51.00889773
313,50,6,101,2,1.757355662,1,1,0,0,0.04,3,57.18326455
313,51,8,122,1,1.710797105,0,1,0,0,-0.27,1,64.85782065
313,52,8,122,2,1.388781357,1,1,0,0,0.04,2,71.78257437
313,53,8,122,2,0.787984048,1,1,0,0,-0.05,3,77.67305823
313,54,6,101,2,1.566526761,1,1,0,0,0,4,82.96169894
313,55,3,119,1,0.79572841,1,1,1,1,0.3,5,88.7014793
313,56,7,135,1,0.961560282,1,1,2,0,-0.08,4,94.14063423
313,57,6,101,2,0.900582182,1,1,0,0,-0.04,5,100.03021
313,58,8,122,2,1.078157976,1,1,0,-1,-0.26,4,106.8053738
313,59,8,122,2,0.941179399,1,1,0,0,-0.02,5,112.5452196
313,60,7,135,1,0.732018086,1,1,2,2,0.41,5,120.0689535
313,61,3,119,1,0.779588083,1,1,1,0,-0.02,6,2.043489555
313,62,6,101,2,1.072664376,1,1,0,0,0.02,6,8.820340058
313,63,7,135,1,0.841463273,1,1,2,2,0.45,6,15.29357513
313,64,8,122,2,1.314038314,1,1,0,0,0.01,6,20.88359894
313,65,3,119,1,0.760809938,1,1,1,1,0.23,7,28.25838858
313,66,7,135,1,0.761098449,1,1,2,2,0.49,7,35.18330258
313,67,8,122,2,0.99501548,1,1,0,0,0.03,7,41.65691402
313,68,6,101,2,1.122192813,1,1,0,-1,-0.26,7,48.13104231
313,69,3,119,1,0.787117813,1,1,1,0,-0.07,8,55.80584225
313,70,7,135,1,0.721336894,1,1,2,2,0.45,8,61.24503879
313,71,6,101,2,0.713214583,1,1,0,0,0.04,8,67.41891481
313,72,3,119,1,1.07191362,1,1,1,1,0.21,9,73.89183279
313,73,6,101,2,0.780102475,1,1,0,-1,-0.21,9,80.21643978
313,74,8,122,2,1.269410589,1,1,0,0,-0.01,8,87.59118454
313,75,7,135,1,1.037655275,1,1,2,0,-0.09,9,94.51620821
313,76,3,119,1,0.888709978,1,1,1,1,0.26,10,102.1913545
313,77,8,122,2,0.834608792,1,1,0,0,0.04,9,109.7163151
313,78,6,101,2,1.531205398,1,1,0,0,-0.04,10,116.4906217
313,79,7,135,1,0.709709637,1,1,2,2,0.46,10,124.0162567
313,80,8,122,2,0.8043451,1,1,0,-1,-0.27,10,129.0050768
314,1,5,138,-1,NaN,NaN,1,2,2,-0.5,1,2.034121424
314,2,5,138,1,0.498248148,1,1,2,2,0.41,2,9.562677803
314,3,2,134,1,1.684940332,0,1,0,0,-0.21,1,17.38742174
314,4,2,134,2,0.487204329,1,1,0,0,0.05,2,22.37667867
314,5,2,134,2,1.15544614,1,1,0,-1,-0.23,3,28.11619142
314,6,5,138,-1,NaN,NaN,1,2,2,-0.5,3,33.7052792
314,7,5,138,1,0.824736181,1,1,2,0,-0.01,4,39.29561565
314,8,4,115,1,1.141060979,0,1,0,0,-0.23,1,44.8853973
314,9,4,115,2,0.615122337,1,1,0,0,-0.02,2,50.77481999
314,10,1,118,2,1.430895985,0,1,1,1,0,1,57.54976998
314,11,1,118,1,1.033772879,1,1,1,1,0.27,2,63.13928896
314,12,1,118,1,0.999611885,1,1,1,0,-0.04,3,68.4281645
314,13,4,115,2,1.674212364,1,1,0,0,-0.04,3,73.71746061
314,14,4,115,2,0.926516854,1,1,0,0,0.04,4,79.74189967
314,15,1,118,1,1.006662102,1,1,1,1,0.28,4,86.51551764
314,16,2,134,2,1.483510278,1,1,0,0,0.03,4,91.50378065
314,17,1,118,1,1.652395623,1,1,1,1,0.24,5,98.57851382
314,18,4,115,2,0.916270826,1,1,0,-1,-0.29,5,104.1687092
314,19,5,138,1,1.156200586,1,1,2,2,0.41,5,111.5437159
314,20,2,134,2,1.684306222,1,1,0,-1,-0.25,5,117.1327575
314,21,2,134,1,0.972518482,0,1,0,0,-0.2,6,2.031753057
314,22,3,113,1,1.67015422,1,1,1,1,0.25,1,9.110898271
314,23,4,115,2,1.591543853,1,1,0,0,-0.04,6,16.18540562
314,24,5,138,1,1.196139722,1,1,2,2,0.49,6,22.07385464
314,25,1,118,1,0.856714847,1,1,1,0,-0.08,6,29.60058321
314,26,4,115,2,1.498610403,1,1,0,0,0.03,7,36.37484885
314,27,5,138,1,1.822304578,1,1,2,2,0.44,7,42.54772373
314,28,1,118,2,1.091383936,0,1,1,1,-0.09,7,47.8369853
314,29,2,134,2,1.235565662,1,1,0,0,-0.03,7,54.16196201
314,30,1,118,2,1.499790425,0,1,1,1,-0.04,8,59.14917876
314,31,5,138,1,1.325643397,1,1,2,2,0.43,8,66.5238919
314,32,4,115,2,0.928840097,1,1,0,-1,-0.2,8,74.35061361
314,33,2,134,1,1.743936885,0,1,0,0,-0.28,8,81.94185398
314,34,1,118,1,1.981365663,1,1,1,1,0.26,9,88.11555224
314,35,2,134,2,0.875085068,1,1,0,0,-0.04,9,92.95391288
